Modelo,Custo,Peso (g),Horas Produtivas
Random Forest,378932.0,1141356,2482.39
Random Forest,371322.8,1092854,2669.60
Random Forest,350512.8,1122595,2569.63
Random Forest,398659.2,1120066,2674.19
Random Forest,368141.4,1108768,2699.63
Random Forest,378932.0,1141356,2482.39
Random Forest,380206.8,1096764,2606.16
Random Forest,374063.9,1079779,2653.12
Random Forest,369943.7,1120126,2596.17
Random Forest,375135.83,1124023,2567.54
