Modelo,Custo,Peso (g),Horas Produtivas
Ensemble,472344.0,1323095,2668.82
Ensemble,472497.3,1323507,2669.56
Ensemble,472574.3,1323896,2669.64
Ensemble,472598.7,1324168,2669.73
Ensemble,472789.7,1324203,2671.33
Ensemble,472881.3,1324394,2671.36
Ensemble,473176.1,1324820,2671.38
Ensemble,473242.6,1326606,2671.5
Ensemble,473286.3,1327783,2671.77
Ensemble,473289.4,1330558,2671.99
