Modelo,Custo,Peso (g),Horas Produtivas
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
XGBoost,482302.5,1350000,2685.1
