Modelo,Custo,Peso (g),Horas Produtivas
Random Forest,462385.4,1296190,2652.54
Random Forest,462692.0,1297014,2654.01
Random Forest,462846.2,1297793,2654.19
Random Forest,462894.9,1298336,2654.35
Random Forest,463276.9,1298406,2657.55
Random Forest,463460.1,1298789,2657.62
Random Forest,464049.7,1299641,2657.67
Random Forest,464182.7,1303213,2657.9
Random Forest,464270.2,1305565,2658.43
Random Forest,464276.3,1311116,2658.88
