Modelo,Custo,Peso (g),Horas Produtivas
Ensemble,430617.25,1245678,2583.74
Ensemble,426812.65,1221427,2677.35
Ensemble,416407.65,1236298,2627.37
Ensemble,440480.85,1235033,2679.64
Ensemble,425221.95,1229384,"2692,.36"
Ensemble,430617.25,1245678,2583.74
Ensemble,431254.65,1223382,2645.63
Ensemble,428183.2,1214890,2669.11
Ensemble,426123.1,1235063,2640.64
Ensemble,428719.2,1237012,2626.32
