Modelo,Custo,Peso (g),Horas Produtivas
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
Analogo Parametrico,551017.4,1793624,2814.5
