Modelo,Custo,Peso (g),Horas Produtivas
Random Forest,350512.8,1079779,2482.39
Random Forest,368141.4,1092854,2482.39
Random Forest,369943.7,1096764,2567.54
Random Forest,371322.8,1108768,2569.63
Random Forest,374063.9,1120066,2596.17
Random Forest,375135.83,1120126,2606.16
Random Forest,378932.0,1122595,2653.12
Random Forest,378932.0,1124023,2669.60
Random Forest,380206.8,1141356,2674.19
Random Forest,398659.2,1141356,2699.63
