Modelo,Custo,Peso (g),Horas Produtivas
Ensemble,416407.65,1214890,2583.74
Ensemble,425221.95,1221427,2583.74
Ensemble,426123.1,1223382,2626.32
Ensemble,426812.65,1229384,2627.37
Ensemble,428183.2,1235033,2640.64
Ensemble,428719.2,1235063,2645.63
Ensemble,430617.25,1236298,2669.11
Ensemble,430617.25,1237012,2677.35
Ensemble,431254.65,1245678,2679.64
Ensemble,440480.85,1245678,"2692,.36"
